Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Mono-Faction?,Custom Trait1,Custom Trait2,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
Mikael Christensson,Adepta Sororitas,1,,1,1,Order of the Bloody Rose,1,1,,,,2,3,0,5,80.00,82.60,40.00%,,,5,,,,,0.40,80.00,82.60,,40.00%,,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Andrew Gardenhire,Adepta Sororitas,1,1,,1,Order of the Bloody Rose,1,1,Mono,,,4,1,0,5,82.00,68.40,80.00%,80.00%,5,,5,4,1,0,0.80,82.00,68.40,80.00%,80.00%,82.00,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Andrew Gardenhire,Adepta Sororitas,1,,1,,Order of the Bloody Rose,1,,,,,4,1,0,5,82.00,68.40,80.00%,,,5,,,,,,,,,,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
David Szymanski,Adepta Sororitas,1,,1,,Order of the Bloody Rose,1,1,,,,4,1,0,5,71.20,39.40,80.00%,,,5,,,,,,,,,80.00%,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Jannek Lindemann,Adepta Sororitas,1,1,,1,Order of the Bloody Rose,1,1,Mono,,,4,1,0,5,73.60,40.60,80.00%,80.00%,5,,5,4,1,0,0.80,73.60,40.60,80.00%,80.00%,73.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Kai Buhler,Adepta Sororitas,1,,1,,Order of the Bloody Rose,1,1,,,,3,2,0,5,50.80,59.80,60.00%,,,5,,,,,,,,,60.00%,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Jason Merten,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,4,2,0,6,72.00,55.83,66.67%,66.67%,6,,6,4,2,0,0.67,72.00,55.83,66.67%,66.67%,72.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Thomas Douch,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,4,1,0,5,82.00,63.20,80.00%,80.00%,5,,5,4,1,0,0.80,82.00,63.20,80.00%,80.00%,82.00,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Andreas Kjell,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,3,2,0,5,69.80,71.20,60.00%,60.00%,5,,5,3,2,0,0.60,69.80,71.20,60.00%,60.00%,69.80,No,,Varberg GT,GT Pack,9th Open,28-Aug
Bjorn-Helge Stokkeland,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,2,3,0,5,65.60,71.60,40.00%,40.00%,5,,5,2,3,0,0.40,65.60,71.60,40.00%,40.00%,65.60,No,,Invasion GT,GT Pack,9th Open,12-Sep
Daniel Thon Aasen,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,1,3,1,5,64.80,78.40,30.00%,30.00%,5,,5,1,3,1,0.30,64.80,78.40,30.00%,30.00%,64.80,No,,Invasion GT,GT Pack,9th Open,12-Sep
Matt Hansen,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,,,,1,4,0,5,62.20,72.40,20.00%,,5,,,1,4,0,0.20,62.20,72.40,20.00%,20.00%,62.20,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Jason Merten,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,3,3,0,6,65.83,54.50,50.00%,50.00%,6,,6,3,3,0,0.50,65.83,54.50,50.00%,50.00%,65.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
William Easton,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,1,4,0,5,24.40,36.40,20.00%,20.00%,5,,5,1,4,0,0.20,24.40,36.40,20.00%,20.00%,24.40,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Brian Luffman,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,,,,2,1,1,4,45.75,57.75,62.50%,,4,,,2,1,1,0.63,45.75,57.75,62.50%,62.50%,45.75,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Paul Applebaum,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,3,2,0,5,64.00,70.00,60.00%,60.00%,5,,5,3,2,0,0.60,64.00,70.00,60.00%,60.00%,64.00,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Paul Applebaum,Adepta Sororitas,1,,1,,Order of the Valorous Heart,1,,,,,3,2,0,5,64.00,70.00,60.00%,,,5,,,,,,,,,,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
David Szymanski,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,Mono,,,4,1,0,5,71.20,39.40,80.00%,80.00%,5,,5,4,1,0,0.80,71.20,39.40,80.00%,80.00%,71.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
David Szymanski,Adepta Sororitas,1,,1,,Order of the Valorous Heart,1,,,,,4,1,0,5,71.20,39.40,80.00%,,,5,,,,,,,,,,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Kai Buhler,Adepta Sororitas,1,1,,1,Order of the Valorous Heart,1,1,mono,,,3,2,0,5,50.80,59.80,60.00%,60.00%,5,,5,3,2,0,0.60,50.80,59.80,60.00%,60.00%,50.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Alex Petford,Death Guard,1,1,,1,Poxmongers,1,1,,,,5,1,0,6,81.67,57.17,83.33%,,6,,,5,1,0,0.83,81.67,57.17,83.33%,83.33%,81.67,Yes,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Levi Grima,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,1,3,0,4,47.75,56.25,25.00%,25.00%,4,,4,1,3,0,0.25,47.75,56.25,25.00%,25.00%,47.75,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Levi Grima,Death Guard,1,,1,,Poxmongers,1,,,,,1,3,0,4,47.75,56.25,25.00%,,,4,,,,,,,,,,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Liam Scarabotti,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,2,3,0,5,56.80,63.60,40.00%,40.00%,5,,5,2,3,0,0.40,56.80,63.60,40.00%,40.00%,56.80,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Nathan Meech,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,2,3,0,5,62.80,71.00,40.00%,40.00%,5,,5,2,3,0,0.40,62.80,71.00,40.00%,40.00%,62.80,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Charles Fox,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,4,0,6,66.00,76.83,33.33%,,6,,,2,4,0,0.33,66.00,76.83,33.33%,33.33%,66.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Charles Fox,Death Guard,1,,1,,Poxmongers,1,,,,,2,4,0,6,66.00,76.83,33.33%,,,6,,,,,,,,,,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Chase Fishel,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,2,3,0,5,74.60,75.20,40.00%,40.00%,5,,5,2,3,0,0.40,74.60,75.20,40.00%,40.00%,74.60,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Chase Fishel,Death Guard,1,,1,,Poxmongers,1,,,,,2,3,0,5,74.60,75.20,40.00%,,,5,,,,,,,,,,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Mathew Fortune,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,62.60,76.20,40.00%,,5,,,2,3,0,0.40,62.60,76.20,40.00%,40.00%,62.60,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
David McGeever,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,2,3,0,5,63.20,75.00,40.00%,40.00%,5,,5,2,3,0,0.40,63.20,75.00,40.00%,40.00%,63.20,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Fredrik Einarsson,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,1,4,0,5,60.80,84.40,20.00%,20.00%,5,,5,1,4,0,0.20,60.80,84.40,20.00%,20.00%,60.80,No,,Varberg GT,GT Pack,9th Open,28-Aug
Joakim Engstrom,Death Guard,1,1,,1,Poxmongers,1,1,,,,3,2,0,5,81.00,74.40,60.00%,,5,,,3,2,0,0.60,81.00,74.40,60.00%,60.00%,81.00,No,,Varberg GT,GT Pack,9th Open,28-Aug
Kim Rasmusson,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,2,0,5,73.20,78.60,60.00%,60.00%,5,,5,3,2,0,0.60,73.20,78.60,60.00%,60.00%,73.20,No,,Varberg GT,GT Pack,9th Open,28-Aug
Charles Craig,Death Guard,1,1,,1,Poxmongers,1,1,,,,4,1,0,5,86.00,42.60,80.00%,,5,,,4,1,0,0.80,86.00,42.60,80.00%,80.00%,86.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Charles Craig,Death Guard,1,,1,,Poxmongers,1,,,,,4,1,0,5,86.00,42.60,80.00%,,,5,,,,,,,,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Michael Vagenos,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,2,0,5,59.40,58.20,60.00%,60.00%,5,,5,3,2,0,0.60,59.40,58.20,60.00%,60.00%,59.40,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Michael Vagenos,Death Guard,1,,1,,Poxmongers,1,,,,,3,2,0,5,59.40,58.20,60.00%,,,5,,,,,,,,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Oystein Wibe,Death Guard,1,1,,1,Poxmongers,1,1,,,,3,1,0,4,74.75,61.50,75.00%,,4,,,3,1,0,0.75,74.75,61.50,75.00%,75.00%,74.75,No,,Invasion GT,GT Pack,9th Open,12-Sep
Oystein Wibe,Death Guard,1,,1,,Poxmongers,1,,,,,3,1,0,4,74.75,61.50,75.00%,,,4,,,,,,,,,,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Patrick Woods,Death Guard,1,1,,1,Poxmongers,1,1,,,,4,1,0,5,73.80,58.20,80.00%,,5,,,4,1,0,0.80,73.80,58.20,80.00%,80.00%,73.80,No,,Invasion GT,GT Pack,9th Open,12-Sep
Brent Piggott,Death Guard,1,1,,1,Poxmongers,1,1,,,,4,1,0,5,70.40,64.40,80.00%,,5,,,4,1,0,0.80,70.40,64.40,80.00%,80.00%,70.40,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Christopher King,Death Guard,1,1,,1,Poxmongers,1,1,,,,1,4,0,5,40.80,81.20,20.00%,,5,,,1,4,0,0.20,40.80,81.20,20.00%,20.00%,40.80,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Russell Rose,Death Guard,1,1,,1,Poxmongers,1,1,,,,1,5,0,6,43.83,71.00,16.67%,,6,,,1,5,0,0.17,43.83,71.00,16.67%,16.67%,43.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
David Seago,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,68.60,77.00,40.00%,,5,,,2,3,0,0.40,68.60,77.00,40.00%,40.00%,68.60,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Mike Porter,Death Guard,1,1,,1,Poxmongers,1,1,,,,3,2,0,5,72.60,74.00,60.00%,,5,,,3,2,0,0.60,72.60,74.00,60.00%,60.00%,72.60,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Vincent Chan,Death Guard,1,1,,1,Poxmongers,1,1,,,,4,1,0,5,70.80,69.40,80.00%,,5,,,4,1,0,0.80,70.80,69.40,80.00%,80.00%,70.80,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Adrian Zempter,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,2,0,5,82.40,71.60,60.00%,60.00%,5,,5,3,2,0,0.60,82.40,71.60,60.00%,60.00%,82.40,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Adrian Zempter,Death Guard,1,,1,,Poxmongers,1,,,,,3,2,0,5,82.40,71.60,60.00%,,,5,,,,,,,,,,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Daniel Reddehase,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,72.80,77.80,40.00%,,5,,,2,3,0,0.40,72.80,77.80,40.00%,40.00%,72.80,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Josiah Cook,Death Guard,1,1,,1,Poxmongers,1,1,mono,,,5,0,0,5,83.20,54.60,100.00%,100.00%,5,,5,5,0,0,1.00,83.20,54.60,100.00%,100.00%,83.20,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Josiah Cook,Death Guard,1,,1,,Poxmongers,1,,,,,5,0,0,5,83.20,54.60,100.00%,,,5,,,,,,,,,,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Wyatt Turk,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,2,0,5,76.80,65.80,60.00%,60.00%,5,,5,3,2,0,0.60,76.80,65.80,60.00%,60.00%,76.80,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Kim Rasmusson,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,4,1,0,5,79.80,76.20,80.00%,80.00%,5,,5,4,1,0,0.80,79.80,76.20,80.00%,80.00%,79.80,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Kim Rasmusson,Death Guard,1,,1,,Poxmongers,1,,,,,4,1,0,5,79.80,76.20,80.00%,,,5,,,,,,,,,,,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Mattias Cedervad,Death Guard,1,1,,1,Poxmongers,1,1,mono,,,2,3,0,5,71.40,80.20,40.00%,40.00%,5,,5,2,3,0,0.40,71.40,80.20,40.00%,40.00%,71.40,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Adrian McIntosh,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,62.60,56.60,40.00%,,5,,,2,3,0,0.40,62.60,56.60,40.00%,40.00%,62.60,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Christopher Calvert,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,2,0,5,47.80,56.60,60.00%,60.00%,5,,5,3,2,0,0.60,47.80,56.60,60.00%,60.00%,47.80,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Walle El-Hage,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,2,3,0,5,10.00,10.00,40.00%,40.00%,5,,5,2,3,0,0.40,10.00,10.00,40.00%,40.00%,10.00,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Walle El-Hage,Death Guard,1,,1,,Poxmongers,1,,,,,2,3,0,5,10.00,10.00,40.00%,,,5,,,,,,,,,,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Armin Sander,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,2,1,5,63.80,52.00,50.00%,,5,,,2,2,1,0.50,63.80,52.00,50.00%,50.00%,63.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Christian Buchen,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,42.20,45.80,40.00%,,5,,,2,3,0,0.40,42.20,45.80,40.00%,40.00%,42.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Christian Steinert,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,59.00,62.20,40.00%,,5,,,2,3,0,0.40,59.00,62.20,40.00%,40.00%,59.00,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Damian Legan,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,44.00,65.60,40.00%,,5,,,2,3,0,0.40,44.00,65.60,40.00%,40.00%,44.00,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Dennis Boss,Death Guard,1,1,,1,Poxmongers,1,1,,,,1,4,0,5,41.20,79.80,20.00%,,5,,,1,4,0,0.20,41.20,79.80,20.00%,20.00%,41.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Dino Kho,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,1,1,5,62.80,55.00,70.00%,70.00%,5,,5,3,1,1,0.70,62.80,55.00,70.00%,70.00%,62.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Jonas Dobberow,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,57.20,55.00,40.00%,,5,,,2,3,0,0.40,57.20,55.00,40.00%,40.00%,57.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Patrick Philipp,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,3,2,0,5,54.40,59.60,60.00%,60.00%,5,,5,3,2,0,0.60,54.40,59.60,60.00%,60.00%,54.40,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Philip Gottschalk,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,57.60,69.40,40.00%,,5,,,2,3,0,0.40,57.60,69.40,40.00%,40.00%,57.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Ralf Wagner,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,4,1,0,5,65.20,51.00,80.00%,80.00%,5,,5,4,1,0,0.80,65.20,51.00,80.00%,80.00%,65.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Sascha Rossol,Death Guard,1,1,,1,Poxmongers,1,1,,,,2,3,0,5,51.60,68.80,40.00%,,5,,,2,3,0,0.40,51.60,68.80,40.00%,40.00%,51.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Söhnke Einfeldt,Death Guard,1,1,,1,Poxmongers,1,1,Mono,,,2,3,0,5,48.80,60.20,40.00%,40.00%,5,,5,2,3,0,0.40,48.80,60.20,40.00%,40.00%,48.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Wouter Kamps,Death Guard,1,1,,1,Poxmongers,1,1,mono,,,2,2,1,5,59.60,65.20,50.00%,50.00%,5,,5,2,2,1,0.50,59.60,65.20,50.00%,50.00%,59.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Joe Coles,Drukhari,1,,1,,Prophets of Flesh,1,1,,,,4,2,0,6,69.67,74.17,66.67%,,,6,,,,,,,,,66.67%,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Joe Coles,Drukhari,1,,1,,Prophets of Flesh,1,,,,,4,2,0,6,69.67,74.17,66.67%,,,6,,,,,,,,,,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Cody Jiru,Drukhari,1,,1,,Prophets of Flesh,1,1,,,,4,2,0,6,79.67,50.67,66.67%,,,6,,,,,,,,,66.67%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Alexis Putt,Drukhari,1,1,,1,Prophets of Flesh,1,1,,,,1,2,0,3,60.00,66.00,33.33%,,3,,,1,2,0,0.33,60.00,66.00,33.33%,33.33%,60.00,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
Alexis Putt,Drukhari,1,,1,,Prophets of Flesh,1,,,,,1,2,0,3,60.00,66.00,33.33%,,,3,,,,,,,,,,,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
Jason Smith,Drukhari,1,1,,1,Prophets of Flesh,1,1,Mono,,,3,2,0,5,67.20,66.60,60.00%,60.00%,5,,5,3,2,0,0.60,67.20,66.60,60.00%,60.00%,67.20,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Jason Smith,Drukhari,1,,1,,Prophets of Flesh,1,,,,,3,2,0,5,67.20,66.60,60.00%,,,5,,,,,,,,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Blake Dixon,Drukhari,1,,1,1,Prophets of Flesh,1,1,,,,1,5,0,6,65.83,75.00,16.67%,,,6,,,,,0.17,65.83,75.00,,16.67%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Mark Crombleholme,Drukhari,1,,1,1,Prophets of Flesh,1,1,,,,3,2,0,5,71.80,73.60,60.00%,,,5,,,,,0.60,71.80,73.60,,60.00%,,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Matt Elliott,Drukhari,1,1,,1,Prophets of Flesh,1,1,Mono,,,2,1,0,3,75.33,48.00,66.67%,66.67%,3,,3,2,1,0,0.67,75.33,48.00,66.67%,66.67%,75.33,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Matt Elliott,Drukhari,1,,1,,Prophets of Flesh,1,,,,,2,1,0,3,75.33,48.00,66.67%,,,3,,,,,,,,,,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Will Anderson,Drukhari,1,,1,,Prophets of Flesh,1,1,,,,3,2,0,5,69.00,54.40,60.00%,,,5,,,,,,,,,60.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Marcus Bjering,Drukhari,1,,1,,Prophets of Flesh,1,1,,,,1,2,2,5,9.00,11.00,40.00%,,,5,,,,,,,,,40.00%,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
